"procedure_name","definition_type","line_number","duplicate_occurrences","parameter_count","parameters","source_tables","write_targets","local_staging_objects","called_procedures","user_functions","logic_profile","data_flow_summary","statement_counts"
"[dbo].[spSaveDialerCallHistoryInsert]","CREATE","352075","1","13","@call_id NVARCHAR(150) | @message NVARCHAR(250) | @error NVARCHAR(500) | @call_to_number NVARCHAR(50) | @answer_agent_number NVARCHAR(50) | @customer_no_with_prefix NVARCHAR(50) | @start_stamp NVARCHAR(50) | @connectionId NVARCHAR(150) | @regNo NVARCHAR(50) | @leadId BIGINT | @leadCreId BIGINT | @dealerid bigint=0 | @autodialer int","[DealersMaster]","[DialerCallToday]","","","[dbo].[getdate]","write-back processing","Reads data from `[DealersMaster]` and persists results to `[DialerCallToday]`.","SELECT 3; INSERT 1; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[spSaveDialerCallHistoryUdpate]","CREATE","352148","1","13","@call_id NVARCHAR(150) | @message NVARCHAR(250) | @error NVARCHAR(500) | @call_to_number NVARCHAR(50) | @answer_agent_number NVARCHAR(50) | @customer_no_with_prefix NVARCHAR(50) | @start_stamp NVARCHAR(50) | @connectionId NVARCHAR(150) | @regNo NVARCHAR(50) | @leadId BIGINT | @leadCreId BIGINT | @dealerid bigint=0 | @DialerID bigint","","[DialerCallToday]","","","","write-back processing","Reads data from input parameters and internal expressions and persists results to `[DialerCallToday]`.","SELECT 0; INSERT 0; UPDATE 1; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[spSaveDialerWebHookResponse]","CREATE","352198","1","11","@call_id NVARCHAR(150) | @start_stamp NVARCHAR(50) | @call_status NVARCHAR(50) | @hangup_cause NVARCHAR(50)='' | @call_connected NVARCHAR(50)='' | @end_stamp NVARCHAR(50)='' | @answer_stamp NVARCHAR(50)='' | @duration NVARCHAR(50)='' | @event_type NVARCHAR(50)='' | @customer_ring_time NVARCHAR(50)='' | @DialersId int =0","","","","","","read-only retrieval","Reads and returns data from input parameters and internal expressions.","SELECT 1; INSERT 0; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[spSaveDialerWebHookResponseUpdateCall]","CREATE","352301","1","8","@call_id NVARCHAR(150) | @start_stamp NVARCHAR(50) | @call_status NVARCHAR(50) | @hangup_cause NVARCHAR(50)='' | @call_connected NVARCHAR(50)='' | @end_stamp NVARCHAR(50)='' | @answer_stamp NVARCHAR(50)='' | @duration NVARCHAR(50)=''","[DialerCallHistory]","[DialerCallHistory]","","","","write-back processing","Reads data from `[DialerCallHistory]` and persists results to `[DialerCallHistory]`.","SELECT 1; INSERT 0; UPDATE 1; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[spsavefreetext]","CREATE","352383","1","3","@ContactNo nvarchar(150) | @Messages nvarchar(700) | @WAID nvarchar(150","","[WAFreeTextMaster]","","","[dbo].[GetDate]","write-back processing","Reads data from input parameters and internal expressions and persists results to `[WAFreeTextMaster]`.","SELECT 1; INSERT 1; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[spSaveInsuranceFollowup]","CREATE","352404","1","14","@LeadId int | @FollowUpCREID bigint | @FollowUpDescription nvarchar(500) | @FollowUpTypeID int | @CallResultDispostionID int | @PolicyCallDispositionID int | @CallTimeSlot int | @FollowUpStatusID int | @CCERemark nvarchar(500) | @CustomerRemark nvarchar(500) | @NextFollowUpdatetime datetime | @CallDateTime datetime | @CustomerFollowUpStatusID int | @CustomerFollowUpNumber nvarchar(15)","[CallTimeSlot] | [InsuranceLead] | [FollowUpLeadStatusMaster] | [PolicyAppointment] | [SMRAppointmentStatusMaster] | [PolicyOperationDetails] | [PolicyDeliveryStatusMaster]","[dbo].[InsuranceLeadFollowUp] | [InsuranceLead]","","","[dbo].[GetDate]","try/catch error handling | transaction control | conditional branching | write-back processing","Reads data from `[CallTimeSlot]`, `[InsuranceLead]`, `[FollowUpLeadStatusMaster]`, `[PolicyAppointment]`, `[SMRAppointmentStatusMaster]`, `[PolicyOperationDetails]`, `[PolicyDeliveryStatusMaster]` and persists results to `[dbo].[InsuranceLeadFollowUp]`, `[InsuranceLead]`.","SELECT 5; INSERT 1; UPDATE 1; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[SpsaveQrForm]","CREATE","352529","1","1","@qr VARBINARY(max","","[JourneyFormQrCode]","","","","write-back processing","Reads data from input parameters and internal expressions and persists results to `[JourneyFormQrCode]`.","SELECT 1; INSERT 1; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[spSaveRequestBranchMaping]","CREATE","352544","1","4","@RequestId nvarchar(max) | @UserId bigint | @StatusId int | @Remark nvarchar(300)","[RequestBranchMaping] | [UserDealerMapping]","[UserDealerMapping] | [RequestBranchMaping]","@tbl_Channel","","[dbo].[GetDate]","try/catch error handling | transaction control | conditional branching | temp or staged data handling | write-back processing","Reads data from `[RequestBranchMaping]`, `[UserDealerMapping]` and persists results to `[UserDealerMapping]`, `[RequestBranchMaping]`. Intermediate staging uses `@tbl_Channel`.","SELECT 7; INSERT 2; UPDATE 2; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[spSaveSMRAppointment _bak12Aug]","CREATE","353484","1","49","@LeadId bigint | @LeadCREID bigint | @SMRCallResultDispostionID int | @SMRCallDispostionID int | @CCERemark nvarchar(500) | @CustomerVOC nvarchar(500) | @OdometerReading int | @CustomerFollowUpNumber nvarchar(20) | @SMRAppointmentDate datetime | @ServiceAdvisorName nvarchar(100) | @ServiceAdvisorNumber nvarchar(20) | @DriverName nvarchar(100) | @DriverNumber nvarchar(20) | @WorkShopName nvarchar(100) | @PartDiscountPercentage decimal(18,0) | @PartDiscountAmount decimal(18,0) | @LabourDiscountPercentage decimal(18,0) | @LabourDiscountAmount decimal(18,0) | @IsPickUp bit | @PickUpPoint nvarchar(200) | @ServicePoint nvarchar(200) | @DropPoint nvarchar(200) | @PreferredPickUpTime time(7) | @PreferredDropTime time(7) | @SMRAppointmentTypeId int | @slotCode nvarchar(100) | @slotTimeCode nvarchar(100) | @regNo nvarchar(100) | @MMSvehicleNo nvarchar(100) | @pickUpLoc nvarchar(100) | @dropLoc nvarchar(100) | @pickUpRemarks nvarchar(100) | @remarkNonPrevSa nvarchar(300) | @demandJobs nvarchar(300) | @dropDriver nvarchar(300) | @pickUpTypeId int | @currentSaCode nvarchar(50) | @AppointmentNo nvarchar(50) | @DealerId bigint | @dropdate nvarchar(50) | @LServiceTypeId int=0 | @AdditionalOffer nvarchar(300) | @PickupDate nvarchar(50) | @PickupDriverName nvarchar(150) | @DropDriverName nvarchar(150) | @AutoDialer bit=0 | @loyaltypoints int = 0 | @isautodialercall int = 0 | @BotLeadID int=0","[CallTimeSlot] | [SMRLead] | [SMRLead_ReportedRefuse] | [SMRAppointment] | [CampaignMaster] | [PriorityMaster] | [CallResultDespositionMaster] | [SMRServiceTypeMaster] | [SMRVehicleTypeMaster] | [LeadSourceMaster] | [FollowUpLeadStatusMaster] | [FuelTypeMaster] | [CustomerFollowUpStatusMaster] | [SMRAppointmentStatusMaster] | [SMRAppointmentTypeMaster] | [CustomerCategoryMaster] | [DealersMaster] | [UserMaster]","[SMRLead] | [dbo].[SMRLeadFollowUp] | [dbo].[SMRAppointment] | [SMRLead_ReportedRefuse] | [BotLeadMaster] | [ExcelImportLead]","@tb_SMRLeadInsert | @SMrLEad_Lead","[SPInsertSMRAppointmentHistory]","[dbo].[udfGetNumericfromstring]","try/catch error handling | transaction control | conditional branching | temp or staged data handling | write-back processing","Reads data from `[CallTimeSlot]`, `[SMRLead]`, `[SMRLead_ReportedRefuse]`, `[SMRAppointment]`, `[CampaignMaster]`, `[PriorityMaster]`, `[CallResultDespositionMaster]`, `[SMRServiceTypeMaster]`, `[SMRVehicleTypeMaster]`, `[LeadSourceMaster]`, and 8 more and persists results to `[SMRLead]`, `[dbo].[SMRLeadFollowUp]`, `[dbo].[SMRAppointment]`, `[SMRLead_ReportedRefuse]`, `[BotLeadMaster]`, `[ExcelImportLead]`. Intermediate staging uses `@tb_SMRLeadInsert`, `@SMrLEad_Lead`. The procedure also calls `[SPInsertSMRAppointmentHistory]`.","SELECT 27; INSERT 5; UPDATE 5; DELETE 0; MERGE 0; EXEC 1"
"[dbo].[spSaveSMRAppointment_bak]","CREATE","354367","1","48","@LeadId bigint | @LeadCREID bigint | @SMRCallResultDispostionID int | @SMRCallDispostionID int | @CCERemark nvarchar(500) | @CustomerVOC nvarchar(500) | @OdometerReading int | @CustomerFollowUpNumber nvarchar(12) | @SMRAppointmentDate datetime | @ServiceAdvisorName nvarchar(100) | @ServiceAdvisorNumber nvarchar(20) | @DriverName nvarchar(100) | @DriverNumber nvarchar(20) | @WorkShopName nvarchar(100) | @PartDiscountPercentage decimal(18,0) | @PartDiscountAmount decimal(18,0) | @LabourDiscountPercentage decimal(18,0) | @LabourDiscountAmount decimal(18,0) | @IsPickUp bit | @PickUpPoint nvarchar(200) | @ServicePoint nvarchar(200) | @DropPoint nvarchar(200) | @PreferredPickUpTime time(7) | @PreferredDropTime time(7) | @SMRAppointmentTypeId int | @slotCode nvarchar(100) | @slotTimeCode nvarchar(100) | @regNo nvarchar(100) | @MMSvehicleNo nvarchar(100) | @pickUpLoc nvarchar(100) | @dropLoc nvarchar(100) | @pickUpRemarks nvarchar(100) | @remarkNonPrevSa nvarchar(300) | @demandJobs nvarchar(300) | @dropDriver nvarchar(300) | @pickUpTypeId int | @currentSaCode nvarchar(50) | @AppointmentNo nvarchar(50) | @DealerId bigint | @dropdate nvarchar(50) | @LServiceTypeId int=0 | @AdditionalOffer nvarchar(300) | @PickupDate nvarchar(50) | @PickupDriverName nvarchar(150) | @DropDriverName nvarchar(150) | @AutoDialer bit=0 | @loyaltypoints int = 0 | @isautodialercall int = 0","[CallTimeSlot] | [SMRLead] | [SMRAppointment] | [CampaignMaster] | [PriorityMaster] | [CallResultDespositionMaster] | [SMRServiceTypeMaster] | [SMRVehicleTypeMaster] | [LeadSourceMaster] | [FollowUpLeadStatusMaster] | [FuelTypeMaster] | [CustomerFollowUpStatusMaster] | [SMRAppointmentStatusMaster] | [SMRAppointmentTypeMaster] | [CustomerCategoryMaster] | [DealersMaster] | [UserMaster]","[dbo].[SMRLeadFollowUp] | [dbo].[SMRAppointment] | [SMRLead]","@SMrLEad_Lead","[SPInsertSMRAppointmentHistory]","[dbo].[GetDate] | [dbo].[udfGetNumericfromstring]","try/catch error handling | transaction control | conditional branching | temp or staged data handling | write-back processing","Reads data from `[CallTimeSlot]`, `[SMRLead]`, `[SMRAppointment]`, `[CampaignMaster]`, `[PriorityMaster]`, `[CallResultDespositionMaster]`, `[SMRServiceTypeMaster]`, `[SMRVehicleTypeMaster]`, `[LeadSourceMaster]`, `[FollowUpLeadStatusMaster]`, and 7 more and persists results to `[dbo].[SMRLeadFollowUp]`, `[dbo].[SMRAppointment]`, `[SMRLead]`. Intermediate staging uses `@SMrLEad_Lead`. The procedure also calls `[SPInsertSMRAppointmentHistory]`.","SELECT 22; INSERT 3; UPDATE 2; DELETE 0; MERGE 0; EXEC 1"
