"procedure_name","definition_type","line_number","duplicate_occurrences","parameter_count","parameters","source_tables","write_targets","local_staging_objects","called_procedures","user_functions","logic_profile","data_flow_summary","statement_counts"
"[dbo].[runjobBotCallPascoRezoREGNO]","CREATE","77404","1","0","","","","","","","read-only retrieval","Reads and returns data from input parameters and internal expressions.","SELECT 1; INSERT 0; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[runjobBotCallPascoRezoREGNO007082024]","CREATE","77809","1","0","","[RezoSMRBotintegration] | [DealersMaster] | [BotPickupTypeMaster] | [SMRBOTCallStatusMaster] | [SMRLead] | [BotFollowup] | [BotLeadMaster]","[dbo].[SMRLeadFollowUp] | [BotLeadMaster] | [BotFollowup] | [DigitalLead] | [SMRLead]","@tb_DataInsertRcaveData | @tb_DataInsert | @tb_InserFinalTable | @tb_InserFinalSecondAuthTable | @tb_Dataupdate | @tb_DataInsertUpdate | @tbl_DealerId | @UserDealerId | @UserDealerId_Insert | @tb_Data | @LeadIdFollowup | @LeadIdBotUpdate","","[dbo].[getdate]","try/catch error handling | transaction control | conditional branching | iterative processing | aggregation/reporting logic | temp or staged data handling | write-back processing","Reads data from `[RezoSMRBotintegration]`, `[DealersMaster]`, `[BotPickupTypeMaster]`, `[SMRBOTCallStatusMaster]`, `[SMRLead]`, `[BotFollowup]`, `[BotLeadMaster]` and persists results to `[dbo].[SMRLeadFollowUp]`, `[BotLeadMaster]`, `[BotFollowup]`, `[DigitalLead]`, `[SMRLead]`. Intermediate staging uses `@tb_DataInsertRcaveData`, `@tb_DataInsert`, `@tb_InserFinalTable`, `@tb_InserFinalSecondAuthTable`, `@tb_Dataupdate`, `@tb_DataInsertUpdate`, `@tbl_DealerId`, `@UserDealerId`, and 4 more.","SELECT 16; INSERT 7; UPDATE 1; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[runjobBotCallPascoRezoREGNO28082024]","CREATE","78061","1","0","","[RezoSMRBotintegration] | [DealersMaster] | [BotPickupTypeMaster] | [SMRBOTCallStatusMaster] | [SMRLead] | [BotFollowup] | [BotLeadMaster] | [UserDealerMapping] | [UserMaster] | [UserCampaignMapping]","[dbo].[SMRLeadFollowUp] | [BotLeadMaster] | [BotFollowup] | [DigitalLead] | [SMRLead]","@tb_DataInsertRcaveData | @tb_DataInsert | @tb_InserFinalTable | @tb_InserFinalSecondAuthTable | @tb_Dataupdate | @tb_DataInsertUpdate | @tbl_DealerId | @UserDealerId | @UserDealerId_Insert | @tb_Data | @UserList | @UserListUSerDealerMapping | @LeadIdFollowup | @LeadIdBotUpdate | @tbl_DealerIdListUpdaetCRE | @UserListUSerDealer | @UserListUSerDealerMappingDealerWise | @RealtimeDataID","","[dbo].[getdate]","try/catch error handling | transaction control | conditional branching | iterative processing | aggregation/reporting logic | temp or staged data handling | write-back processing","Reads data from `[RezoSMRBotintegration]`, `[DealersMaster]`, `[BotPickupTypeMaster]`, `[SMRBOTCallStatusMaster]`, `[SMRLead]`, `[BotFollowup]`, `[BotLeadMaster]`, `[UserDealerMapping]`, `[UserMaster]`, `[UserCampaignMapping]` and persists results to `[dbo].[SMRLeadFollowUp]`, `[BotLeadMaster]`, `[BotFollowup]`, `[DigitalLead]`, `[SMRLead]`. Intermediate staging uses `@tb_DataInsertRcaveData`, `@tb_DataInsert`, `@tb_InserFinalTable`, `@tb_InserFinalSecondAuthTable`, `@tb_Dataupdate`, `@tb_DataInsertUpdate`, `@tbl_DealerId`, `@UserDealerId`, and 10 more.","SELECT 34; INSERT 13; UPDATE 4; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[saveCampaignDetail]","CREATE","78422","1","11","@dealerId bigint | @leadCreId int | @CampaignName nvarchar(500) | @CampaignDescription nvarchar(max) | @CampaignType nvarchar(500) | @CampaignConversionTarget bigint | @CampaignBudgetAllowed bigint | @BussinessObjecticve nvarchar(max) | @CampaignStartDate datetime | @CampaignEndDate datetime | @CampaignStatus int","","[CampaignDetailsMaster]","","","[dbo].[getDate]","try/catch error handling | transaction control | conditional branching | write-back processing","Reads data from input parameters and internal expressions and persists results to `[CampaignDetailsMaster]`.","SELECT 3; INSERT 1; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[SaveCREAllocationDealerLogic]","CREATE","78488","1","4","@DealerID bigint | @LogicId int | @CREAllocation nvarchar(max) | @CreatedBy int=0","[CREAllocationDealerLogic]","[CREAllocationDealerLogic]","@tbl_CREAllocationDealerLogic","","[dbo].[GetDate]","try/catch error handling | transaction control | conditional branching | temp or staged data handling | write-back processing","Reads data from `[CREAllocationDealerLogic]` and persists results to `[CREAllocationDealerLogic]`. Intermediate staging uses `@tbl_CREAllocationDealerLogic`.","SELECT 5; INSERT 2; UPDATE 1; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[SaveCREAllocationDealerLogicModelWise]","CREATE","78597","1","4","@DealerID bigint | @LogicId int | @CREAllocation nvarchar(max) | @CreatedBy int=0","[CREAllocationDealerLogicModelWise]","[CREAllocationDealerLogicModelWise]","@tbl_CREAllocationDealerLogic","","[dbo].[GetDate]","try/catch error handling | transaction control | conditional branching | temp or staged data handling | write-back processing","Reads data from `[CREAllocationDealerLogicModelWise]` and persists results to `[CREAllocationDealerLogicModelWise]`. Intermediate staging uses `@tbl_CREAllocationDealerLogic`.","SELECT 4; INSERT 2; UPDATE 1; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[SaveLastAttemptRequest]","CREATE","78731","1","5","@UserId bigint | @FromDate nvarchar(20) | @Todate nvarchar(20) | @Stage int | @Message nvarchar(max)=''","","[LastattemptRequest]","","","[dbo].[GetDate]","write-back processing","Reads data from input parameters and internal expressions and persists results to `[LastattemptRequest]`.","SELECT 1; INSERT 1; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[Saveldzuserdetails]","CREATE","78760","1","2","@Username Nvarchar(20) | @Jsonresult nvarchar(max","[Usermaster]","[ldzuserList] | [abcleadcreid]","","","[Dbo].[getdate]","write-back processing","Reads data from `[Usermaster]` and persists results to `[ldzuserList]`, `[abcleadcreid]`.","SELECT 1; INSERT 1; UPDATE 1; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[SendDataInBlasterPosGress]","CREATE","78780","1","1","@JobId bigint","[UserDealerMapping] | [UserMaster] | [DealersMaster] | [gm_crm_dlr_dial_list_dest_PSF_daily]","","@TBL","","[dbo].[getdate]","aggregation/reporting logic | temp or staged data handling | write-back processing","Reads and returns data from `[UserDealerMapping]`, `[UserMaster]`, `[DealersMaster]`, `[gm_crm_dlr_dial_list_dest_PSF_daily]`. Intermediate staging uses `@TBL`.","SELECT 3; INSERT 1; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[SendDataInBlasterPosGress22Sep]","CREATE","79079","1","1","@JobId bigint","[UserDealerMapping] | [UserMaster] | [DealersMaster] | [gm_crm_dlr_dial_list_dest040325]","","@TBL","","","aggregation/reporting logic | temp or staged data handling | write-back processing","Reads and returns data from `[UserDealerMapping]`, `[UserMaster]`, `[DealersMaster]`, `[gm_crm_dlr_dial_list_dest040325]`. Intermediate staging uses `@TBL`.","SELECT 3; INSERT 1; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[SendDataInSeviceCampPosGress]","CREATE","79380","1","0","","[UserDealerMapping] | [UserMaster] | [DealersMaster] | [gm_crm_dlr_dial_list_destServiceBlaster]","","@TBL","","[dbo].[getdate]","aggregation/reporting logic | temp or staged data handling | write-back processing","Reads and returns data from `[UserDealerMapping]`, `[UserMaster]`, `[DealersMaster]`, `[gm_crm_dlr_dial_list_destServiceBlaster]`. Intermediate staging uses `@TBL`.","SELECT 3; INSERT 1; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[SendDigitalLeadNotification]","CREATE","79677","1","0","","[DigitalLead] | [SocketUserMaster] | [UserMaster]","","","","[dbo].[GetDate]","read-only retrieval","Reads and returns data from `[DigitalLead]`, `[SocketUserMaster]`, `[UserMaster]`.","SELECT 1; INSERT 0; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[SendDigitalLeadNotificationMobile]","CREATE","79716","1","0","","[DigitalLead] | [UserMaster]","","","","","read-only retrieval","Reads and returns data from `[DigitalLead]`, `[UserMaster]`.","SELECT 1; INSERT 0; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[SendDigitalLeadNotificationref]","CREATE","79746","1","0","","[BotRefresh] | [UserMaster]","","","","","read-only retrieval","Reads and returns data from `[BotRefresh]`, `[UserMaster]`.","SELECT 1; INSERT 0; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[SendEmailForDialerSubscription]","CREATE","79782","1","0","","[DealersMaster] | [DialerUsesAutorizationSummary] | [split_string]","","@RSMLIst | @ZOnalLIst | @TBLC | @DealeIdList | @DealeIdListListdata","","","iterative processing | aggregation/reporting logic | temp or staged data handling | write-back processing","Reads and returns data from `[DealersMaster]`, `[DialerUsesAutorizationSummary]`, `[split_string]`. Intermediate staging uses `@RSMLIst`, `@ZOnalLIst`, `@TBLC`, `@DealeIdList`, `@DealeIdListListdata`.","SELECT 17; INSERT 53; UPDATE 3; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[SendEmailForDialerSubscription19122023]","CREATE","79946","1","0","","[DealersMaster] | [UserMaster] | [split_string]","","@TBLC | @DealeIdList","","","iterative processing | aggregation/reporting logic | temp or staged data handling | write-back processing","Reads and returns data from `[DealersMaster]`, `[UserMaster]`, `[split_string]`. Intermediate staging uses `@TBLC`, `@DealeIdList`.","SELECT 12; INSERT 2; UPDATE 3; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[servicetypeLastattemptReport]","CREATE","80041","1","4","@UserId bigint | @FromDate nvarchar(50) | @ToDate nvarchar(50) | @dealerID nvarchar(max","[UserMaster] | [SMRLead] | [SMRServiceTypeMaster] | [SMRLeadFollowUp] | [SMRCallDispositionMaster] | [SMRBOTCallStatusMaster] | [CampaignMaster] | [SMRAppointment] | [DealersMaster]","","@tbl_dealerID","","[dbo].[GetDate]","conditional branching | aggregation/reporting logic | temp or staged data handling | write-back processing","Reads and returns data from `[UserMaster]`, `[SMRLead]`, `[SMRServiceTypeMaster]`, `[SMRLeadFollowUp]`, `[SMRCallDispositionMaster]`, `[SMRBOTCallStatusMaster]`, `[CampaignMaster]`, `[SMRAppointment]`, `[DealersMaster]`. Intermediate staging uses `@tbl_dealerID`.","SELECT 5; INSERT 1; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[SmarbotreportHo]","CREATE","80161","1","2","@FromDate nvarchar(50) = '28-05-2021' | @ToDate nvarchar(50) = '30-05-2021'","[BotLeadMaster] | [SMRLead] | [SMRLead_ReportedRefuse] | [UserMaster] | [FuelTypeMaster] | [SMRRefuseForService] | [SMRRefuseForService_ReportedRefuse] | [SMRRefuseForServiceMaster] | [SMRAppointment] | [SMRAppointment_ReportedRefuse] | [FollowUpLeadStatusMaster] | [CarSoldFollowup] | [ChannelMaster] | [SMRCallDispositionMaster] | [CampaignMaster] | [PriorityMaster] | [SMRServiceTypeMaster] | [SMRVehicleTypeMaster] | [LeadSourceMaster] | [SMRBOTCallStatusMaster] | [CustomerFollowUpStatusMaster] | [CustomerCategoryMaster] | [DealersMaster] | [BotFollowup] | [SMRAppointmentTypeMaster]","","","","","read-only retrieval","Reads and returns data from `[BotLeadMaster]`, `[SMRLead]`, `[SMRLead_ReportedRefuse]`, `[UserMaster]`, `[FuelTypeMaster]`, `[SMRRefuseForService]`, `[SMRRefuseForService_ReportedRefuse]`, `[SMRRefuseForServiceMaster]`, `[SMRAppointment]`, `[SMRAppointment_ReportedRefuse]`, and 15 more.","SELECT 1; INSERT 0; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[SmartEyeDumpReport_bak01jan2025]","CREATE","80536","1","7","@UserId int | @DealerId nvarchar(max) | @FromDate nvarchar(20) | @ToDate nvarchar(20) | @DateType int | @ServiceType nvarchar(max) | @vehicleType int =0","[UserMaster] | [SmarteyeDumpArchive] | [DealersMaster] | [UserDealerMapping] | [Smarteye] | [SMRLead] | [SMRAppointment] | [ChannelMaster] | [SMRCallDispositionMaster] | [SMRRefuseForService] | [FollowUpLeadStatusMaster] | [SMRAppointmentStatusMaster]","","@tbl_ServiceTyoe | @SmarteyeDumpArchive | @tbl_dealerID","","[dbo].[getdate]","conditional branching | unioned result sets | temp or staged data handling | write-back processing","Reads and returns data from `[UserMaster]`, `[SmarteyeDumpArchive]`, `[DealersMaster]`, `[UserDealerMapping]`, `[Smarteye]`, `[SMRLead]`, `[SMRAppointment]`, `[ChannelMaster]`, `[SMRCallDispositionMaster]`, `[SMRRefuseForService]`, and 2 more. Intermediate staging uses `@tbl_ServiceTyoe`, `@SmarteyeDumpArchive`, `@tbl_dealerID`.","SELECT 21; INSERT 6; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[SmartEyeDumpReport]","CREATE","80286","1","7","@UserId int | @DealerId nvarchar(max) | @FromDate nvarchar(20) | @ToDate nvarchar(20) | @DateType int | @ServiceType nvarchar(max) | @vehicleType int =0","[UserMaster] | [SmarteyeDumpArchive] | [DealersMaster] | [UserDealerMapping] | [Smarteye] | [SMRLead] | [SMRLead_ReportedRefuse] | [SMRAppointment] | [ChannelMaster] | [SMRCallDispositionMaster] | [SMRRefuseForService] | [FollowUpLeadStatusMaster] | [SMRAppointmentStatusMaster]","","@tbl_ServiceTyoe | @SmarteyeDumpArchive | @tbl_dealerID","","[dbo].[getdate]","conditional branching | unioned result sets | temp or staged data handling | write-back processing","Reads and returns data from `[UserMaster]`, `[SmarteyeDumpArchive]`, `[DealersMaster]`, `[UserDealerMapping]`, `[Smarteye]`, `[SMRLead]`, `[SMRLead_ReportedRefuse]`, `[SMRAppointment]`, `[ChannelMaster]`, `[SMRCallDispositionMaster]`, and 3 more. Intermediate staging uses `@tbl_ServiceTyoe`, `@SmarteyeDumpArchive`, `@tbl_dealerID`.","SELECT 21; INSERT 6; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[SmarteyeInformation]","CREATE","80783","1","1","@SmartEyeId bigint=0","[Smarteye]","","","","","read-only retrieval","Reads and returns data from `[Smarteye]`.","SELECT 1; INSERT 0; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[SmarteyeInformationPhoto]","CREATE","80833","1","1","@SmartEyeId bigint=0","[smartEyesegmentImagesV2_3] | [smartEyesegmentImagesV2_4]","","","","","unioned result sets | read-only retrieval","Reads and returns data from `[smartEyesegmentImagesV2_3]`, `[smartEyesegmentImagesV2_4]`.","SELECT 2; INSERT 0; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[SmarteyeLeadAutoAllocation_bak]","CREATE","81042","1","0","","[UserCampaignMapping] | [UserDealerMapping] | [UserMaster] | [Smarteye]","[Smarteye]","@UserDealerIdAllUSer | @SmarteyeInertData | @SmarteyeInertDataAllData | @UniqeDealerId | @SmarteyeInertDataInster | @SmarteyeInertDataSN | @UserDealerId","","[dbo].[getdate]","try/catch error handling | transaction control | conditional branching | iterative processing | temp or staged data handling | write-back processing","Reads data from `[UserCampaignMapping]`, `[UserDealerMapping]`, `[UserMaster]`, `[Smarteye]` and persists results to `[Smarteye]`. Intermediate staging uses `@UserDealerIdAllUSer`, `@SmarteyeInertData`, `@SmarteyeInertDataAllData`, `@UniqeDealerId`, `@SmarteyeInertDataInster`, `@SmarteyeInertDataSN`, `@UserDealerId`.","SELECT 23; INSERT 7; UPDATE 3; DELETE 1; MERGE 0; EXEC 0"
"[dbo].[SmarteyeLeadAutoAllocation]","CREATE","80862","1","0","","","","","","","read-only retrieval","Reads and returns data from input parameters and internal expressions.","SELECT 1; INSERT 0; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[SmarteyeLeadAutoAllocationJob]","CREATE","81208","1","0","","[Smarteye] | [UserCampaignMapping] | [UserDealerMapping] | [UserMaster]","[Smarteye]","@UserDealerIdAllUSer | @SmarteyeInertData | @SmarteyeInertDataAllData | @UniqeDealerId | @SmarteyeInertDataInster | @SmarteyeInertDataSN | @UserDealerId","","","try/catch error handling | transaction control | conditional branching | iterative processing | aggregation/reporting logic | temp or staged data handling | write-back processing","Reads data from `[Smarteye]`, `[UserCampaignMapping]`, `[UserDealerMapping]`, `[UserMaster]` and persists results to `[Smarteye]`. Intermediate staging uses `@UserDealerIdAllUSer`, `@SmarteyeInertData`, `@SmarteyeInertDataAllData`, `@UniqeDealerId`, `@SmarteyeInertDataInster`, `@SmarteyeInertDataSN`, `@UserDealerId`.","SELECT 25; INSERT 7; UPDATE 3; DELETE 2; MERGE 0; EXEC 0"
"[dbo].[SmarteyeLeadAutoAllocationnewjobtest]","CREATE","81386","1","0","","[UserCampaignMapping] | [UserDealerMapping] | [UserMaster] | [Smarteye] | [Smrlead]","[SMRLead] | [dbo].[SMRLeadFollowUp] | [SMRRefuseForService] | [Smarteye]","@UserDealerIdAllUSer | @SmarteyeInertData | @SmarteyeInertDataAllData | @UniqeDealerId | @SmarteyeInertDataInster | @SmarteyeInertDataSN | @UserDealerId | @datatable | @datatablenew","","[dbo].[getdate]","try/catch error handling | transaction control | conditional branching | iterative processing | temp or staged data handling | write-back processing","Reads data from `[UserCampaignMapping]`, `[UserDealerMapping]`, `[UserMaster]`, `[Smarteye]`, `[Smrlead]` and persists results to `[SMRLead]`, `[dbo].[SMRLeadFollowUp]`, `[SMRRefuseForService]`, `[Smarteye]`. Intermediate staging uses `@UserDealerIdAllUSer`, `@SmarteyeInertData`, `@SmarteyeInertDataAllData`, `@UniqeDealerId`, `@SmarteyeInertDataInster`, `@SmarteyeInertDataSN`, `@UserDealerId`, `@datatable`, and 1 more.","SELECT 34; INSERT 12; UPDATE 5; DELETE 1; MERGE 0; EXEC 0"
"[dbo].[Smarteyereport_AMT_LaburePart]","CREATE","81710","1","0","","[RealTimeEventSMRDumpStore] | [DealersMaster] | [Smarteye] | [Updatesmarteye]","[Smarteye]","","","[dbo].[GetDate]","write-back processing","Reads data from `[RealTimeEventSMRDumpStore]`, `[DealersMaster]`, `[Smarteye]`, `[Updatesmarteye]` and persists results to `[Smarteye]`.","SELECT 1; INSERT 0; UPDATE 1; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[SmartPaint1JsonImport]","CREATE","81785","1","2","@JSON nvarchar(max)='' | @MessageId nvarchar(200","[VehicleModelUpdateMaster] | [DealersMaster]","[RealtimeSmartPaint1] | [RealtimeSmartPaint1composition]","@TBL","","[dbo].[GetDate]","try/catch error handling | transaction control | conditional branching | temp or staged data handling | write-back processing","Reads data from `[VehicleModelUpdateMaster]`, `[DealersMaster]` and persists results to `[RealtimeSmartPaint1]`, `[RealtimeSmartPaint1composition]`. Intermediate staging uses `@TBL`.","SELECT 9; INSERT 3; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[SmartPaint2JsonImport]","CREATE","81966","1","2","@JSON nvarchar(max)='' | @MessageId nvarchar(200","[VehicleModelUpdateMaster] | [DealersMaster]","[RealtimeSmartPaint2] | [RealtimeSmartPaint2composition] | [RealtimeFeedbackmanufacturer]","@TBL","","[dbo].[GetDate]","try/catch error handling | transaction control | conditional branching | temp or staged data handling | write-back processing","Reads data from `[VehicleModelUpdateMaster]`, `[DealersMaster]` and persists results to `[RealtimeSmartPaint2]`, `[RealtimeSmartPaint2composition]`, `[RealtimeFeedbackmanufacturer]`. Intermediate staging uses `@TBL`.","SELECT 12; INSERT 4; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[smartpaintarchivejob]","CREATE","82190","1","0","","[RealTimeEventSMRDumpStore] | [SmartPaintColorMaster] | [DealersMaster]","[SmartPaintJobcardBANDP]","","","","aggregation/reporting logic | write-back processing","Reads data from `[RealTimeEventSMRDumpStore]`, `[SmartPaintColorMaster]`, `[DealersMaster]` and persists results to `[SmartPaintJobcardBANDP]`.","SELECT 1; INSERT 1; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[SmartPaintSmarteyeImport]","CREATE","82220","1","2","@JSON nvarchar(max)='' | @MessageId nvarchar(200","[VehicleModelUpdateMaster] | [DealersMaster]","[Smarteye] | [smartEyesegmentImagesV2_4]","@Smarteye","","[dbo].[GetDate]","temp or staged data handling | write-back processing","Reads data from `[VehicleModelUpdateMaster]`, `[DealersMaster]` and persists results to `[Smarteye]`, `[smartEyesegmentImagesV2_4]`. Intermediate staging uses `@Smarteye`.","SELECT 7; INSERT 3; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[SMRAppointmentDetailForMongo]","CREATE","82467","1","7","@LeadId bigint | @ApptId int | @SMRCallResultDispostionID int | @SMRCallDispositionID int | @LastCRERemarks nvarchar(max) | @LastCustomerVOC nvarchar(max) | @VehicleRegistrationNumber nvarchar(150","[SMRAppointment] | [SMRAppointmentStatusMaster] | [SMRAppointmentTypeMaster] | [SMRServiceTypeMaster]","","@InFors","","[dbo].[GetDate]","temp or staged data handling | write-back processing","Reads and returns data from `[SMRAppointment]`, `[SMRAppointmentStatusMaster]`, `[SMRAppointmentTypeMaster]`, `[SMRServiceTypeMaster]`. Intermediate staging uses `@InFors`.","SELECT 2; INSERT 1; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[SMRAppointmentDetails]","CREATE","82629","1","1","@LeadId bigint","[SMRLead] | [SMRAppointment] | [SMRLeadFollowUp] | [SMRServiceTypeMaster] | [SMRLead_ReportedRefuse] | [SMRAppointment_ReportedRefuse] | [SMRLeadFollowUp_ReportedRefuse]","","@InFors","","[dbo].[GetDate]","conditional branching | temp or staged data handling | write-back processing","Reads and returns data from `[SMRLead]`, `[SMRAppointment]`, `[SMRLeadFollowUp]`, `[SMRServiceTypeMaster]`, `[SMRLead_ReportedRefuse]`, `[SMRAppointment_ReportedRefuse]`, `[SMRLeadFollowUp_ReportedRefuse]`. Intermediate staging uses `@InFors`.","SELECT 4; INSERT 1; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[SMRAppointmentFormarutiPayload]","CREATE","82875","1","39","@LeadId bigint | @LeadCREID bigint | @SMRCallResultDispostionID int | @SMRCallDispostionID int | @CCERemark nvarchar(500) | @CustomerVOC nvarchar(500) | @OdometerReading int | @CustomerFollowUpNumber nvarchar(12) | @SMRAppointmentDate datetime | @ServiceAdvisorName nvarchar(100) | @ServiceAdvisorNumber nvarchar(20) | @DriverName nvarchar(100) | @DriverNumber nvarchar(20) | @WorkShopName nvarchar(100) | @PartDiscountPercentage decimal(18,0) | @PartDiscountAmount decimal(18,0) | @LabourDiscountPercentage decimal(18,0) | @LabourDiscountAmount decimal(18,0) | @IsPickUp bit | @PickUpPoint nvarchar(200) | @ServicePoint nvarchar(200) | @DropPoint nvarchar(200) | @PreferredPickUpTime nvarchar(10) | @PreferredDropTime nvarchar(10) | @SMRAppointmentTypeId int | @slotCode nvarchar(100) | @slotTimeCode nvarchar(100) | @regNo nvarchar(100) | @MMSvehicleNo nvarchar(100) | @pickUpLoc nvarchar(100) | @dropLoc nvarchar(100) | @pickUpRemarks nvarchar(100) | @remarkNonPrevSa nvarchar(300) | @demandJobs nvarchar(300) | @dropDriver nvarchar(300) | @pickUpTypeId int | @currentSaCode nvarchar(50) | @DealerId bigint | @LServiceTypeId int=0","[PickDropMaster] | [SMRAppointmentTypeMaster] | [HyperLocalLead] | [SMRLead] | [AreaMasterCheck] | [DealersMaster] | [SMRServiceTypeMaster]","","","","[dbo].[RemoveSpecial]","try/catch error handling | transaction control | conditional branching | read-only retrieval","Reads and returns data from `[PickDropMaster]`, `[SMRAppointmentTypeMaster]`, `[HyperLocalLead]`, `[SMRLead]`, `[AreaMasterCheck]`, `[DealersMaster]`, `[SMRServiceTypeMaster]`.","SELECT 9; INSERT 0; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[SMRAppointmentFormarutiPayloadWelcomeCall]","CREATE","83047","1","39","@LeadId nvarchar(200) | @LeadCREID bigint | @SMRCallResultDispostionID int | @SMRCallDispostionID int | @CCERemark nvarchar(500) | @CustomerVOC nvarchar(500) | @OdometerReading int | @CustomerFollowUpNumber nvarchar(12) | @SMRAppointmentDate datetime | @ServiceAdvisorName nvarchar(100) | @ServiceAdvisorNumber nvarchar(20) | @DriverName nvarchar(100) | @DriverNumber nvarchar(20) | @WorkShopName nvarchar(100) | @PartDiscountPercentage decimal(18,0) | @PartDiscountAmount decimal(18,0) | @LabourDiscountPercentage decimal(18,0) | @LabourDiscountAmount decimal(18,0) | @IsPickUp bit | @PickUpPoint nvarchar(200) | @ServicePoint nvarchar(200) | @DropPoint nvarchar(200) | @PreferredPickUpTime nvarchar(10) | @PreferredDropTime nvarchar(10) | @SMRAppointmentTypeId int | @slotCode nvarchar(100) | @slotTimeCode nvarchar(100) | @regNo nvarchar(100) | @MMSvehicleNo nvarchar(100) | @pickUpLoc nvarchar(100) | @dropLoc nvarchar(100) | @pickUpRemarks nvarchar(100) | @remarkNonPrevSa nvarchar(300) | @demandJobs nvarchar(300) | @dropDriver nvarchar(300) | @pickUpTypeId int | @currentSaCode nvarchar(50) | @DealerId bigint | @LServiceTypeId int=0","[PickDropMaster] | [SMRAppointmentTypeMaster] | [AreaMasterCheck] | [SMRServiceTypeMaster] | [DealersMaster]","","","","[dbo].[RemoveSpecial]","try/catch error handling | transaction control | conditional branching | read-only retrieval","Reads and returns data from `[PickDropMaster]`, `[SMRAppointmentTypeMaster]`, `[AreaMasterCheck]`, `[SMRServiceTypeMaster]`, `[DealersMaster]`.","SELECT 7; INSERT 0; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[SMRAppointmentFormarutiresidualPayload]","CREATE","83217","1","38","@LeadId bigint | @LeadCREID bigint | @SMRCallResultDispostionID int | @SMRCallDispostionID int | @CCERemark nvarchar(500) | @CustomerVOC nvarchar(500) | @OdometerReading int | @CustomerFollowUpNumber nvarchar(12) | @SMRAppointmentDate datetime | @ServiceAdvisorName nvarchar(100) | @ServiceAdvisorNumber nvarchar(20) | @DriverName nvarchar(100) | @DriverNumber nvarchar(20) | @WorkShopName nvarchar(100) | @PartDiscountPercentage decimal(18,0) | @PartDiscountAmount decimal(18,0) | @LabourDiscountPercentage decimal(18,0) | @LabourDiscountAmount decimal(18,0) | @IsPickUp bit | @PickUpPoint nvarchar(200) | @ServicePoint nvarchar(200) | @DropPoint nvarchar(200) | @PreferredPickUpTime nvarchar(200) | @PreferredDropTime nvarchar(200) | @SMRAppointmentTypeId int | @slotCode nvarchar(100) | @slotTimeCode nvarchar(100) | @regNo nvarchar(100) | @MMSvehicleNo nvarchar(100) | @pickUpLoc nvarchar(100) | @dropLoc nvarchar(100) | @pickUpRemarks nvarchar(100) | @remarkNonPrevSa nvarchar(300) | @demandJobs nvarchar(300) | @dropDriver nvarchar(300) | @pickUpTypeId int | @currentSaCode nvarchar(50) | @dropdate nvarchar(150) =''","[PickDropMaster] | [SMRLead] | [AreaMasterCheck] | [DealersMaster] | [SMRAppointment] | [SMRServiceTypeMaster] | [SMRAppointmentTypeMaster]","","","","[dbo].[RemoveSpecial]","try/catch error handling | transaction control | conditional branching | read-only retrieval","Reads and returns data from `[PickDropMaster]`, `[SMRLead]`, `[AreaMasterCheck]`, `[DealersMaster]`, `[SMRAppointment]`, `[SMRServiceTypeMaster]`, `[SMRAppointmentTypeMaster]`.","SELECT 6; INSERT 0; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
